,Population,oilEqpercapita,KWHpercapita
1,7539801744,1911.78729,3160.272947
2,7546956140,1911.797721,3160.381922
3,7554110536,1911.807222,3160.490897
4,7561264932,1911.815875,3160.599872
5,7568419328,1911.823756,3160.708847
6,7575573724,1911.830934,3160.817822
7,7582728120,1911.837471,3160.926797
8,7589882516,1911.843425,3161.035772
9,7597036912,1911.848847,3161.144747
10,7604191308,1911.853786,3161.253722
11,7611345704,1911.858284,3161.362697
12,7618500100,1911.86238,3161.471672
